trial,sign_count,stouffer_Z,inerts_q4,inerts_q6,inerts_q8,inerts_q12
798,3,1.517893,524,495,527,502
799,3,0.316228,492,512,502,504
800,2,-0.031623,486,496,504,513
801,0,-1.423025,486,490,484,495
802,4,1.454648,512,520,504,510
803,1,-1.486271,504,487,484,478
804,3,2.308463,523,497,530,523
805,2,0.252982,497,509,499,503
806,4,2.276840,510,528,506,528
807,3,2.403331,519,542,496,519
808,3,0.695701,509,485,527,501
809,1,-0.031623,518,495,495,491
810,4,1.201666,502,509,526,501
811,1,-0.379473,505,498,498,487
812,2,0.189737,501,508,499,498
813,3,0.252982,509,478,509,512
814,3,1.707630,521,509,528,496
815,4,1.170043,501,510,507,519
816,4,1.043552,516,505,502,510
817,0,-1.359779,493,487,478,499
818,1,-0.537587,486,500,485,512
819,3,1.549516,515,522,499,513
820,1,-0.221359,494,505,499,495
821,4,1.201666,509,510,503,516
822,1,-1.106797,504,482,495,484
823,3,0.442719,512,501,503,498
824,3,1.960612,518,529,493,522
825,4,2.087103,510,516,525,515
826,1,-1.676007,477,502,476,492
827,2,-0.221359,490,486,512,505
828,0,-2.593068,480,491,479,468
829,2,-0.758947,503,517,470,486
830,4,1.802498,515,507,525,510
831,4,0.727324,510,507,503,503
832,2,0.284605,497,492,519,501
833,1,-0.379473,499,495,513,481
834,4,3.699865,544,526,521,526
835,1,-0.284605,506,498,493,494
836,3,0.505964,501,519,489,507
837,1,-0.822192,480,484,500,510
838,0,-1.170043,499,473,496,495
839,3,1.075174,508,500,519,507
840,2,-0.284605,484,509,490,508
841,1,-0.189737,493,512,492,497
842,3,1.770875,519,492,524,521
843,0,-2.023858,492,482,478,484
844,2,-0.347851,506,486,492,505
845,2,0.853815,520,489,518,500
846,4,2.814427,531,530,519,509
847,0,-0.727324,496,499,494,488
848,4,1.739253,520,523,510,502
849,4,1.897367,505,520,513,522
850,2,-0.031623,486,506,500,507
851,2,-0.094868,513,510,477,497
852,1,-1.486271,478,499,475,501
853,2,-0.094868,491,480,517,509
854,1,-0.695701,510,499,479,490
855,3,1.454648,524,530,483,509
856,1,0.189737,521,498,498,489
857,4,1.770875,509,512,519,516
858,1,-0.411096,489,496,492,510
859,0,-1.328157,492,488,486,492
860,1,-0.189737,493,489,500,512
861,1,-0.158114,493,495,514,493
862,4,0.948683,501,511,506,512
863,1,-0.221359,497,513,487,496
864,0,-2.308463,485,496,479,467
865,4,2.023858,515,507,523,519
866,4,1.770875,512,516,514,514
867,1,-0.411096,506,496,486,499
868,4,1.075174,512,509,501,512
869,4,1.296534,501,510,519,511
870,3,0.853815,507,523,502,495
871,2,0.252982,504,498,508,498
872,1,-0.822192,479,491,512,492
873,2,0.158114,509,508,494,494
874,2,-0.695701,494,475,501,508
875,1,0.221359,498,500,515,494
876,1,-0.126491,492,518,493,493
877,3,-0.411096,506,508,470,503
878,1,-0.758947,505,485,498,488
879,3,0.600833,513,506,505,495
880,3,3.510128,522,495,565,529
881,3,1.170043,512,522,509,494
882,4,1.517893,521,506,513,508
883,0,-1.928989,487,491,475,486
884,3,0.221359,508,501,501,497
885,3,1.138420,517,500,514,505
886,1,0.063246,495,500,498,509
887,2,0.569210,516,513,494,495
888,3,1.328157,498,515,505,524
889,4,1.233288,513,515,509,502
890,2,0.031623,508,494,493,506
891,4,1.170043,505,516,511,505
892,3,1.897367,499,517,519,525
893,2,1.106797,523,498,514,500
894,0,-2.403331,474,488,489,473
895,4,2.403331,522,520,510,524
896,1,-1.486271,486,506,481,480
897,0,-1.517893,487,484,492,489
898,2,-0.727324,508,509,483,477
899,0,-1.296534,489,485,493,492
900,1,-1.739253,486,480,501,478
901,4,1.928989,519,515,518,509
902,2,-0.316228,485,509,494,502
903,1,-0.632456,480,489,498,513
904,4,1.676007,508,504,517,524
905,1,-1.075174,507,480,496,483
906,4,1.865744,513,512,513,521
907,4,4.427189,546,524,526,544
908,4,1.170043,514,509,506,508
909,2,0.189737,513,498,501,494
910,2,-0.442719,475,499,506,506
911,2,0.885438,524,479,536,489
912,3,1.011929,504,518,513,497
913,4,2.340085,531,522,506,515
914,4,1.517893,508,514,515,511
915,2,0.411096,518,506,499,490
916,0,-2.055480,471,483,499,482
917,3,0.790569,507,497,512,509
918,0,-1.644384,490,484,499,475
919,1,-2.055480,502,488,481,464
920,2,-0.284605,521,481,507,482
921,1,-0.284605,499,492,498,502
922,1,0.063246,496,497,512,497
923,3,0.885438,509,492,522,505
924,2,-0.442719,502,489,503,492
925,3,1.106797,511,519,495,510
926,1,-0.822192,511,482,498,483
927,0,-1.296534,491,491,481,496
928,3,0.695701,512,503,498,509
929,1,-0.126491,500,491,511,494
930,4,3.826356,519,539,528,535
931,4,2.624690,501,525,519,538
932,4,2.181972,512,516,513,528
933,2,0.948683,514,493,527,496
934,0,-1.581139,484,493,490,483
935,3,0.347851,502,508,496,505
936,2,-0.790569,508,507,487,473
937,4,2.087103,519,529,506,512
938,1,-0.727324,483,511,497,486
939,3,1.138420,528,511,486,511
940,0,-1.581139,494,497,459,500
941,4,2.529822,519,524,529,508
942,0,-1.486271,496,493,489,475
943,1,-0.600833,493,501,499,488
944,3,0.221359,501,504,508,494
945,3,1.612762,516,500,522,513
946,0,-0.853815,493,497,496,487
947,2,0.600833,510,524,487,498
948,3,1.170043,524,517,489,507
949,0,-1.739253,493,470,493,489
950,4,0.980306,503,514,502,512
951,2,-0.727324,487,475,503,512
952,4,0.885438,505,503,503,517
953,3,2.023858,535,498,506,525
954,2,-0.600833,502,489,514,476
955,3,0.284605,482,507,501,519
956,2,0.031623,496,490,501,514
957,3,1.328157,498,515,525,504
958,1,-0.316228,500,492,504,494
959,4,2.023858,502,515,511,536
960,3,-0.000000,487,507,501,505
961,0,-1.454648,489,488,484,493
962,3,1.075174,505,523,484,522
963,0,-1.644384,467,489,499,493
964,1,-0.664078,492,504,494,489
965,4,1.011929,509,516,505,502
966,4,1.423025,507,514,509,515
967,4,1.517893,526,503,502,517
968,2,0.379473,495,511,512,494
969,3,1.549516,493,520,505,531
970,0,-3.541751,461,470,486,471
971,3,0.853815,507,499,515,506
972,3,1.011929,505,518,489,520
973,2,0.758947,497,499,523,505
974,4,4.047715,529,529,532,538
975,1,-1.106797,480,489,494,502
976,0,-1.486271,498,498,465,492
977,0,-2.656313,483,461,488,484
978,2,0.505964,497,509,497,513
979,2,-0.790569,482,508,505,480
980,0,-2.624690,484,477,483,473
981,2,0.221359,490,515,500,502
982,4,1.170043,502,510,508,517
983,2,-1.075174,502,472,503,489
984,0,-1.170043,484,499,485,495
985,4,2.434954,532,514,523,508
986,2,0.094868,494,499,509,501
987,0,-1.359779,496,488,490,483
988,4,1.264911,510,505,511,514
989,2,0.284605,494,488,503,524
990,2,0.252982,513,486,500,509
991,1,-1.486271,494,471,510,478
992,2,-0.664078,491,483,504,501
993,3,0.917061,488,514,518,509
994,1,-0.537587,493,494,488,508
995,0,-3.383637,465,467,480,481
996,4,1.707630,507,535,506,506
997,2,0.031623,493,488,502,518
998,0,-2.687936,490,454,491,480
999,1,-0.917061,500,501,493,477
1000,1,-0.569210,502,496,484,500
1001,2,0.189737,517,489,509,491
1002,1,-0.411096,506,499,488,494
1003,1,-1.770875,467,483,503,491
1004,1,-1.328157,485,511,479,483
1005,0,-1.770875,480,495,477,492
1006,2,0.221359,502,518,496,491
1007,1,-0.126491,498,514,494,490
1008,2,0.063246,496,499,505,502
1009,1,-1.264911,480,509,483,488
1010,1,-0.853815,481,511,497,484
1011,3,0.474342,510,489,508,508
1012,3,1.075174,507,515,491,521
1013,0,-4.300698,465,470,473,456
1014,3,0.853815,507,500,517,503
1015,3,0.664078,503,499,518,501
1016,1,-1.486271,494,473,511,475
1017,1,0.126491,514,499,498,493
1018,1,-1.644384,502,489,482,475
1019,3,1.423025,513,510,496,526
1020,4,3.162278,531,519,524,526
1021,4,1.486271,514,513,507,513
1022,4,2.687936,510,533,524,518
1023,0,-0.695701,487,492,499,500
1024,2,0.031623,513,482,514,492
1025,2,0.316228,482,521,495,512
1026,2,0.569210,494,517,500,507
1027,2,0.252982,499,503,489,517
1028,1,-0.411096,494,499,491,503
1029,1,-0.284605,492,517,492,490
1030,4,3.162278,514,527,541,518
1031,3,1.454648,521,513,498,514
1032,4,0.411096,505,502,505,501
1033,0,-1.707630,479,493,497,477
1034,3,1.075174,513,519,507,495
1035,3,1.454648,525,506,500,515
1036,1,-1.359779,471,470,521,495
1037,2,0.221359,499,500,502,506
1038,1,-0.063246,489,498,514,497
1039,1,-1.581139,474,479,505,492
1040,3,0.948683,516,485,522,507
1041,0,-1.644384,477,487,487,497
1042,2,-0.727324,480,504,510,483
1043,0,-1.517893,500,489,486,477
1044,1,-0.980306,500,507,476,486
1045,0,-2.814427,479,473,480,479
1046,3,1.075174,519,511,499,505
1047,1,-2.023858,470,482,477,507
1048,3,0.505964,514,513,504,485
1049,1,-1.960612,501,468,497,472
1050,4,3.288769,522,508,529,545
1051,1,-2.466577,477,481,503,461
1052,0,-2.877673,473,481,480,475
1053,3,0.569210,506,499,503,510
1054,4,1.233288,505,512,505,517
1055,2,0.569210,493,523,498,504
1056,2,0.221359,509,518,484,496
1057,3,0.442719,509,517,484,504
1058,1,-0.632456,486,500,492,502
1059,1,-1.328157,513,470,488,487
1060,4,2.593068,519,522,525,516
1061,0,-2.023858,492,480,472,492
1062,1,-0.252982,499,505,488,500
1063,1,-1.201666,480,497,481,504
1064,3,0.885438,521,496,505,506
1065,3,0.316228,489,506,514,501
1066,1,-1.359779,488,514,470,485
1067,1,-0.569210,497,487,512,486
1068,4,1.676007,515,510,511,517
1069,4,2.656313,535,520,520,509
1070,1,-1.170043,479,479,505,500
1071,3,2.529822,516,496,517,551
1072,4,2.308463,539,519,503,512
1073,1,-1.960612,501,494,467,476
1074,0,-2.814427,475,491,474,471
1075,1,-0.442719,500,505,497,484
1076,4,2.846050,521,515,522,532
1077,3,0.505964,511,508,503,494
1078,1,-1.391402,490,465,500,501
1079,4,3.130655,524,514,521,540
1080,1,-0.948683,489,501,481,499
1081,2,-1.328157,471,478,502,507
1082,2,0.727324,498,490,516,519
1083,4,1.454648,522,513,507,504
1084,3,0.822192,503,518,500,505
1085,1,-0.980306,504,486,492,487
1086,4,2.751182,511,507,540,529
1087,1,-1.644384,506,467,496,479
1088,2,-0.600833,507,487,502,485
1089,2,-0.316228,508,472,520,490
1090,2,0.126491,501,515,495,493
1091,4,2.118726,515,524,501,527
1092,4,0.885438,510,511,502,505
1093,2,-1.043552,484,516,464,503
1094,3,0.094868,486,501,502,514
1095,4,3.130655,542,509,526,522
1096,3,1.043552,528,509,501,495
1097,2,-0.031623,503,505,495,496
1098,1,-0.790569,491,481,522,481
1099,4,2.181972,528,506,511,524
1100,2,-0.632456,505,496,475,504
1101,2,1.106797,529,514,497,495
1102,1,-0.126491,499,494,516,487
1103,3,1.423025,506,491,541,507
1104,1,-1.707630,465,491,501,489
1105,3,0.189737,506,474,518,508
1106,4,2.087103,513,521,519,513
1107,1,-0.537587,502,499,492,490
1108,1,-1.581139,487,508,488,467
1109,4,2.150349,518,506,518,526
1110,3,0.442719,514,489,509,502
1111,1,-2.276840,466,507,483,472
1112,0,-1.897367,474,495,471,500
1113,3,0.853815,507,510,500,510
1114,1,-3.035787,472,511,465,456
1115,1,-0.917061,488,494,503,486
1116,2,1.043552,500,521,490,522
1117,4,0.917061,502,501,507,519
1118,2,-0.569210,487,506,486,503
1119,2,0.221359,498,517,501,491
1120,1,-0.948683,485,518,475,492
1121,4,1.834121,518,518,513,509
1122,2,0.252982,490,519,486,513
1123,4,1.201666,508,526,502,502
1124,3,0.569210,507,507,504,500
1125,3,0.379473,512,505,491,504
1126,0,-0.664078,499,492,490,498
1127,4,0.790569,507,508,506,504
1128,2,-0.126491,495,501,477,523
1129,4,1.517893,503,502,513,530
1130,3,0.252982,503,493,504,508
1131,2,0.442719,492,505,500,517
1132,0,-0.948683,498,491,493,488
1133,2,0.822192,529,492,508,497
1134,3,1.549516,499,515,518,517
1135,0,-2.719559,473,480,473,488
1136,0,-1.454648,477,494,483,500
1137,0,-2.466577,478,499,483,462
1138,0,-1.802498,494,492,466,491
1139,3,0.474342,502,530,480,503
1140,4,2.213594,520,508,527,515
1141,1,-0.537587,509,498,496,480
1142,1,-1.612762,474,507,482,486
1143,0,-2.434954,460,486,486,491
1144,2,0.284605,509,497,507,496
1145,1,-0.252982,500,503,497,492
1146,3,0.126491,504,493,506,501
1147,3,0.031623,510,508,480,503
1148,2,0.885438,498,498,505,527
1149,4,3.035787,545,520,519,512
1150,2,-0.885438,506,502,485,479
1151,1,-0.695701,500,480,504,494
1152,2,0.569210,484,500,515,519
1153,3,1.391402,511,519,515,499
1154,1,-1.897367,484,502,475,479
1155,0,-3.099032,489,463,481,469
1156,3,0.853815,487,515,507,518
1157,3,0.505964,509,506,496,505
1158,4,4.458812,526,539,548,528
1159,0,-0.758947,498,499,487,492
1160,0,-3.952847,459,466,486,464
1161,2,0.189737,508,498,499,501
1162,2,-0.126491,499,510,472,515
1163,1,-1.233288,481,506,475,499
1164,0,-1.359779,499,489,472,497
1165,1,-1.423025,490,475,507,483
1166,2,0.411096,500,501,497,515
1167,4,1.612762,506,513,521,511
1168,3,1.106797,492,506,509,528
1169,2,-0.347851,484,484,514,507
1170,0,-2.023858,474,493,482,487
1171,1,-1.170043,497,464,497,505
1172,4,2.656313,534,529,509,512
1173,3,2.181972,533,499,524,513
1174,0,-1.264911,494,490,487,489
1175,3,0.158114,498,504,501,502
1176,4,1.328157,510,515,515,502
1177,4,1.106797,515,508,503,509
1178,0,-3.225523,472,479,469,478
1179,1,-0.063246,493,500,507,498
1180,3,1.423025,512,490,529,514
1181,3,0.948683,512,518,504,496
1182,2,0.000000,485,507,493,515
1183,1,-0.632456,496,511,491,482
1184,3,0.474342,522,472,516,505
1185,0,-2.181972,495,476,490,470
1186,3,0.790569,489,520,515,501
1187,0,-2.308463,480,492,475,480
1188,0,-1.043552,500,495,484,488
1189,4,2.150349,532,507,509,520
1190,1,-0.537587,490,496,506,491
1191,0,-2.940918,474,465,494,474
1192,3,0.790569,501,512,512,500
1193,2,0.284605,512,508,499,490
1194,2,0.411096,519,518,478,498
1195,3,1.517893,516,500,530,502
1196,0,-1.549516,483,489,481,498
1197,3,1.233288,521,489,519,510
1198,2,1.043552,520,527,491,495
1199,4,0.948683,520,502,507,501
1200,4,1.517893,513,506,516,513
1201,0,-1.486271,480,500,488,485
1202,2,0.537587,523,500,482,512
1203,3,1.264911,519,502,519,500
1204,3,1.264911,525,513,498,504
1205,3,1.011929,508,494,526,504
1206,3,1.075174,509,493,518,514
1207,3,0.252982,513,509,485,501
1208,2,0.885438,517,524,499,488
1209,3,1.075174,509,514,513,498
1210,0,-2.529822,474,470,491,485
1211,1,-1.359779,494,504,476,483
1212,2,-0.537587,490,506,501,486
1213,4,1.423025,504,520,509,512
1214,2,-0.632456,501,483,508,488
1215,0,-2.213594,494,488,487,461
1216,3,0.822192,507,498,518,503
1217,4,1.043552,509,501,516,507
1218,0,-1.644384,482,479,498,489
1219,2,-0.885438,478,480,504,510
1220,3,1.264911,521,508,516,495
1221,3,1.264911,499,502,508,531
1222,3,0.727324,518,501,500,504
1223,2,-0.094868,525,515,468,489
1224,4,1.928989,519,503,518,521
1225,3,1.296534,500,508,515,518
1226,2,0.158114,490,491,507,517
1227,2,-0.885438,503,502,484,483
1228,1,-0.822192,493,485,502,494
1229,1,-0.822192,491,512,475,496
1230,3,0.917061,521,506,518,484
1231,2,0.316228,507,530,474,499
1232,4,1.359779,506,525,505,507
1233,0,-0.822192,498,497,498,481
1234,3,1.676007,489,514,526,524
1235,4,1.960612,512,515,515,520
1236,2,-0.632456,495,471,512,502
1237,2,0.031623,491,506,498,506
1238,1,-1.201666,484,486,490,502
1239,3,0.632456,495,502,507,516
1240,4,0.758947,504,504,512,504
1241,3,1.106797,521,505,519,490
1242,4,1.834121,522,509,506,521
1243,4,1.897367,513,513,514,520
1244,4,2.118726,511,518,522,516
1245,0,-1.138420,484,499,494,487
1246,2,0.284605,500,508,509,492
1247,2,0.063246,493,506,486,517
1248,2,0.885438,515,494,525,494
1249,1,0.379473,497,528,489,498
1250,3,-0.189737,502,479,504,509
1251,4,2.940918,519,535,518,521
1252,2,0.411096,498,514,496,505
1253,4,2.593068,522,530,524,506
1254,0,-2.687936,465,492,485,473
1255,2,-0.284605,511,505,496,479
1256,3,1.011929,492,508,512,520
1257,3,0.569210,511,499,503,505
1258,2,0.758947,505,500,495,524
1259,3,1.170043,487,521,514,515
1260,1,-0.537587,497,500,484,502
1261,3,1.581139,510,525,516,499
1262,2,0.505964,498,492,505,521
1263,1,0.252982,492,496,491,529
1264,4,2.561445,521,530,512,518
1265,3,0.379473,509,511,491,501
1266,4,3.794733,534,535,516,535
1267,2,-0.442719,509,510,480,487
1268,3,1.075174,493,504,516,521
1269,4,2.877673,513,551,512,515
1270,2,1.011929,513,527,494,498
1271,4,2.529822,512,533,505,530
1272,4,2.846050,517,518,535,520
1273,2,0.189737,502,507,497,500
1274,3,0.980306,499,513,509,510
1275,2,0.411096,506,488,522,497
1276,3,1.992235,519,522,497,525
1277,4,2.055480,527,506,516,516
1278,3,-0.063246,506,516,468,508
1279,3,0.094868,505,520,470,508
1280,2,0.758947,499,488,530,507
1281,2,0.158114,491,505,511,498
1282,3,0.569210,503,491,520,504
1283,2,0.411096,495,517,497,504
1284,4,1.201666,509,517,507,505
1285,4,2.498199,522,528,507,522
1286,0,-1.612762,475,484,500,490
1287,2,-0.885438,488,506,504,474
1288,1,-1.296534,508,485,484,482
1289,3,1.264911,512,485,524,519
1290,1,-0.094868,496,506,498,497
1291,2,0.316228,507,497,515,491
1292,0,-1.928989,484,478,489,488
1293,1,-0.031623,504,496,499,500
1294,3,0.885438,525,506,493,504
1295,1,-0.347851,498,493,497,501
1296,2,0.853815,521,526,486,494
1297,4,1.992235,504,518,518,523
1298,1,-0.126491,500,503,496,497
1299,4,1.454648,510,515,505,516
1300,1,-1.106797,495,488,478,504
1301,1,-0.695701,491,494,503,490
1302,2,0.695701,500,525,489,508
1303,0,-2.466577,473,473,498,478
1304,1,-1.486271,489,505,484,475
1305,2,0.284605,518,503,494,494
1306,4,2.782804,527,513,526,522
1307,4,2.529822,524,524,507,525
1308,2,-0.221359,502,532,465,494
1309,4,1.233288,502,508,519,510
1310,4,0.790569,505,514,502,504
1311,4,3.288769,548,526,516,514
1312,3,0.980306,515,479,527,510
1313,4,2.624690,519,540,513,511
1314,3,0.063246,506,494,501,501
1315,3,0.189737,506,513,501,486
1316,1,-0.537587,487,505,496,495
1317,4,1.707630,520,508,511,515
1318,2,-0.379473,506,493,488,501
1319,1,-1.170043,501,489,493,480
1320,3,0.885438,518,516,509,485
1321,2,0.158114,497,494,509,505
1322,3,1.517893,520,494,516,518
1323,3,2.087103,513,539,521,493
1324,3,2.276840,526,509,542,495
1325,1,-0.664078,502,487,499,491
1326,2,0.094868,516,496,506,485
1327,2,0.442719,514,498,508,494
1328,1,-0.316228,493,490,508,499
1329,1,-0.252982,509,491,498,494
1330,4,1.423025,520,501,505,519
1331,4,1.328157,511,514,507,510
1332,3,0.885438,509,508,492,519
1333,3,1.517893,509,515,498,526
1334,0,-1.423025,500,489,489,477
1335,3,1.549516,520,497,517,515
1336,3,2.498199,498,541,509,531
1337,4,1.296534,514,510,501,516
1338,3,0.948683,492,507,512,519
1339,2,0.126491,504,500,489,511
1340,4,1.359779,515,511,507,510
1341,3,2.340085,533,499,533,509
1342,3,0.980306,517,514,507,493
1343,1,-1.011929,481,486,509,492
1344,2,0.126491,503,500,505,496
1345,1,-0.221359,491,493,491,518
1346,1,-1.011929,490,493,501,484
1347,0,-0.885438,496,492,496,488
1348,3,1.770875,496,521,512,527
1349,3,1.897367,509,524,500,527
1350,4,2.687936,531,531,515,508
1351,4,1.233288,514,511,507,507
1352,4,1.960612,518,528,514,502
1353,3,1.676007,499,527,509,518
1354,4,1.739253,513,520,509,513
1355,1,-0.664078,485,489,507,498
1356,0,-2.403331,490,491,482,461
1357,0,-2.814427,487,477,485,462
1358,4,2.972541,506,530,519,539
1359,3,0.980306,518,507,514,492
1360,4,1.454648,509,521,511,505
1361,4,1.960612,522,515,511,514
1362,1,-0.158114,516,498,496,485
1363,2,0.316228,515,494,499,502
1364,1,-2.814427,469,501,473,468
1365,2,-0.695701,507,501,483,487
1366,2,-0.126491,503,496,501,496
1367,1,-0.284605,490,500,506,495
1368,2,0.790569,522,509,499,495
1369,3,0.917061,523,503,497,506
1370,2,0.284605,499,512,509,489
1371,0,-1.707630,475,485,492,494
1372,1,-1.328157,483,476,492,507
1373,0,-1.233288,490,496,495,480
1374,0,-2.213594,493,472,482,483
1375,2,0.094868,487,524,489,503
1376,2,-0.537587,512,480,490,501
1377,4,3.636619,522,539,509,545
1378,1,-0.917061,500,507,481,483
1379,2,0.853815,497,491,523,516
1380,1,-0.411096,507,496,498,486
1381,3,0.442719,505,513,502,494
1382,2,0.537587,489,512,491,525
1383,1,-1.391402,486,480,514,476
1384,4,2.150349,522,519,510,517
1385,1,0.505964,496,495,498,527
1386,4,2.719559,525,523,523,515
1387,1,-0.695701,481,518,481,498
1388,0,-1.707630,483,488,492,483
1389,3,1.201666,505,534,495,504
1390,3,0.727324,511,514,494,504
1391,1,-1.802498,473,503,476,491
1392,4,2.940918,515,532,525,521
1393,2,0.347851,494,507,511,499
1394,3,0.347851,504,507,511,489
1395,1,-1.486271,508,481,495,469
1396,2,-0.537587,481,504,492,506
1397,1,-0.537587,496,507,484,496
1398,0,-2.529822,480,488,463,489
1399,4,1.992235,523,514,514,512
1400,1,-1.296534,473,488,502,496
1401,1,-0.948683,486,501,483,500
1402,1,-1.106797,484,483,507,491
1403,2,-0.980306,495,458,512,504
1404,1,-0.063246,495,492,498,513
1405,3,0.822192,500,512,510,504
1406,2,0.411096,510,508,497,498
1407,2,-0.505964,504,486,503,491
1408,2,0.569210,496,487,511,524
1409,2,-1.233288,507,469,501,484
1410,3,0.505964,504,522,484,506
1411,4,1.138420,512,508,507,509
1412,1,-0.980306,483,491,520,475
1413,2,0.221359,505,514,493,495
1414,2,0.885438,530,508,493,497
1415,0,-1.644384,496,483,492,477
1416,3,1.011929,527,510,501,494
1417,3,1.264911,533,511,503,493
1418,2,1.106797,525,500,516,494
1419,4,2.719559,507,529,524,526
1420,1,-1.391402,478,505,480,493
